Column1.1,Column1,Column1.3,Column1.4,Column1.5
TIME:3:48:30,,IR1:60,IR2:90,US:52
TIME:3:48:31,,IR1:75,IR2:75,US:41
TIME:3:48:31,,IR1:60,IR2:75,US:33
TIME:3:48:31,,IR1:75,IR2:75,US:89
TIME:3:48:32,,IR1:45,IR2:75,US:48
TIME:3:48:33,,IR1:60,IR2:90,US:70
TIME:3:48:33,,IR1:75,IR2:75,US:60
TIME:3:48:34,,IR1:75,IR2:75,US:51
TIME:3:48:35,,IR1:75,IR2:75,US:38
TIME:3:48:35,,IR1:60,IR2:90,US:27
TIME:3:48:36,,IR1:30,IR2:90,US:69
TIME:3:48:36,,IR1:45,IR2:90,US:58
TIME:3:48:36,,IR1:60,IR2:75,US:47
TIME:3:48:37,,IR1:45,IR2:90,US:36
TIME:3:48:38,,IR1:60,IR2:75,US:90
TIME:3:48:38,,IR1:60,IR2:75,US:105
TIME:3:48:39,,IR1:75,IR2:90,US:93
TIME:3:48:39,,IR1:75,IR2:90,US:79
TIME:3:48:40,,IR1:75,IR2:120,US:65
TIME:3:48:40,,IR1:30,IR2:90,US:52
TIME:3:48:41,,IR1:15,IR2:90,US:41
TIME:3:48:41,,IR1:30,IR2:60,US:128
TIME:3:48:42,,IR1:60,IR2:75,US:35
TIME:3:48:42,,IR1:15,IR2:90,US:24
TIME:3:48:43,,IR1:1380,IR2:75,US:93
TIME:3:48:43,,IR1:45,IR2:75,US:82
TIME:3:48:44,,IR1:75,IR2:75,US:82
TIME:3:48:45,,IR1:90,IR2:75,US:69
TIME:3:48:46,,IR1:30,IR2:60,US:52
TIME:3:48:46,,IR1:15,IR2:75,US:23
TIME:3:48:46,,IR1:15,IR2:90,US:28
TIME:3:48:46,,IR1:60,IR2:75,US:22
TIME:3:48:47,,IR1:75,IR2:75,US:32
TIME:3:48:48,,IR1:75,IR2:90,US:65
TIME:3:48:49,,IR1:30,IR2:90,US:48
TIME:3:48:49,,IR1:60,IR2:90,US:145
TIME:3:48:49,,IR1:60,IR2:60,US:125
TIME:3:48:50,,IR1:75,IR2:75,US:112
TIME:3:48:50,,IR1:60,IR2:90,US:97
TIME:3:48:51,,IR1:60,IR2:75,US:67
TIME:3:48:52,,IR1:30,IR2:75,US:139
TIME:3:48:52,,IR1:90,IR2:75,US:108
TIME:3:48:52,,IR1:90,IR2:75,US:95
TIME:3:48:53,,IR1:90,IR2:90,US:124
TIME:3:48:54,,IR1:60,IR2:90,US:110
TIME:3:48:54,,IR1:75,IR2:60,US:91
TIME:3:48:55,,IR1:75,IR2:75,US:80
TIME:3:48:55,,IR1:75,IR2:90,US:121
TIME:3:48:56,,IR1:75,IR2:60,US:129
TIME:3:48:56,,IR1:90,IR2:75,US:186
TIME:3:48:57,,IR1:75,IR2:90,US:53
TIME:3:48:57,,IR1:75,IR2:60,US:157
TIME:3:48:58,,IR1:90,IR2:45,US:25
TIME:3:48:59,,IR1:75,IR2:75,US:400
TIME:3:48:59,,IR1:60,IR2:75,US:400
TIME:3:49:00,,IR1:90,IR2:75,US:400
TIME:3:49:00,,IR1:90,IR2:90,US:400
TIME:3:49:01,,IR1:105,IR2:105,US:400
TIME:3:49:02,,IR1:120,IR2:150,US:400
TIME:3:49:02,,IR1:120,IR2:105,US:400
TIME:3:49:03,,IR1:105,IR2:105,US:400
TIME:3:49:04,,IR1:120,IR2:90,US:400
TIME:3:49:04,,IR1:120,IR2:105,US:400
TIME:3:49:05,,IR1:105,IR2:105,US:400
TIME:3:49:05,,IR1:105,IR2:105,US:400
TIME:3:49:06,,IR1:90,IR2:90,US:400
TIME:3:49:06,,IR1:105,IR2:105,US:360
TIME:3:49:07,,IR1:105,IR2:90,US:156
TIME:3:49:08,,IR1:105,IR2:105,US:124
TIME:3:49:08,,IR1:90,IR2:90,US:106
TIME:3:49:09,,IR1:105,IR2:90,US:92
TIME:3:49:09,,IR1:90,IR2:105,US:84
TIME:3:49:10,,IR1:30,IR2:90,US:65
TIME:3:49:10,,IR1:15,IR2:105,US:180
TIME:3:49:11,,IR1:60,IR2:90,US:252
TIME:3:49:12,,IR1:90,IR2:105,US:70
TIME:3:49:12,,IR1:45,IR2:90,US:36
TIME:3:49:12,,IR1:15,IR2:135,US:31
TIME:3:49:13,,IR1:45,IR2:90,US:73
TIME:3:49:14,,IR1:90,IR2:90,US:47
TIME:3:49:14,,IR1:90,IR2:105,US:273
TIME:3:49:14,,IR1:105,IR2:105,US:142
TIME:3:49:15,,IR1:105,IR2:90,US:107
TIME:3:49:16,,IR1:105,IR2:105,US:92
TIME:3:49:16,,IR1:90,IR2:120,US:65
TIME:3:49:17,,IR1:45,IR2:105,US:47
TIME:3:49:17,,IR1:45,IR2:90,US:187
TIME:3:49:18,,IR1:0,IR2:90,US:214
TIME:3:49:19,,IR1:45,IR2:75,US:60
TIME:3:49:19,,IR1:105,IR2:90,US:142
TIME:3:49:20,,IR1:105,IR2:105,US:94
TIME:3:49:21,,IR1:105,IR2:90,US:122
TIME:3:49:21,,IR1:105,IR2:105,US:104
TIME:3:49:22,,IR1:105,IR2:90,US:98
TIME:3:49:22,,IR1:105,IR2:105,US:84
TIME:3:49:23,,IR1:105,IR2:90,US:54
TIME:3:49:23,,IR1:30,IR2:105,US:38
TIME:3:49:23,,IR1:0,IR2:105,US:105
TIME:3:49:24,,IR1:75,IR2:90,US:314
TIME:3:49:24,,IR1:105,IR2:90,US:297
TIME:3:49:25,,IR1:135,IR2:105,US:282
TIME:3:49:25,,IR1:105,IR2:105,US:208
TIME:3:49:26,,IR1:105,IR2:105,US:91
TIME:3:49:26,,IR1:120,IR2:90,US:75
TIME:3:49:27,,IR1:90,IR2:90,US:59
TIME:3:49:28,,IR1:30,IR2:105,US:20
TIME:3:49:28,,IR1:30,IR2:105,US:122
TIME:3:49:29,,IR1:75,IR2:90,US:370
TIME:3:49:29,,IR1:90,IR2:105,US:180
TIME:3:49:30,,IR1:105,IR2:105,US:162
TIME:3:49:30,,IR1:105,IR2:105,US:160
TIME:3:49:31,,IR1:90,IR2:105,US:153
TIME:3:49:32,,IR1:105,IR2:105,US:294
TIME:3:49:32,,IR1:105,IR2:90,US:84
TIME:3:49:33,,IR1:120,IR2:105,US:67
TIME:3:49:33,,IR1:105,IR2:90,US:58
TIME:3:49:34,,IR1:75,IR2:120,US:38
TIME:3:49:34,,IR1:30,IR2:105,US:24
TIME:3:49:34,,IR1:0,IR2:105,US:42
TIME:3:49:35,,IR1:45,IR2:90,US:307
TIME:3:49:36,,IR1:120,IR2:90,US:168
TIME:3:49:37,,IR1:90,IR2:90,US:160
TIME:3:49:37,,IR1:105,IR2:105,US:116
TIME:3:49:38,,IR1:90,IR2:90,US:109
TIME:3:49:38,,IR1:90,IR2:120,US:89
TIME:3:49:38,,IR1:105,IR2:90,US:58
TIME:3:49:39,,IR1:60,IR2:105,US:39
TIME:3:49:39,,IR1:30,IR2:120,US:63
TIME:3:49:40,,IR1:15,IR2:105,US:167
TIME:3:49:40,,IR1:30,IR2:90,US:207
TIME:3:49:41,,IR1:75,IR2:135,US:330
TIME:3:49:42,,IR1:90,IR2:90,US:321
TIME:3:49:42,,IR1:75,IR2:90,US:301
TIME:3:49:43,,IR1:90,IR2:90,US:280
TIME:3:49:43,,IR1:60,IR2:105,US:263
TIME:3:49:44,,IR1:45,IR2:120,US:105
TIME:3:49:45,,IR1:75,IR2:105,US:20
TIME:3:49:46,,IR1:60,IR2:105,US:208
TIME:3:49:47,,IR1:0,IR2:75,US:138
TIME:3:49:48,,IR1:0,IR2:105,US:400
TIME:3:49:48,,IR1:90,IR2:75,US:302
TIME:3:49:49,,IR1:90,IR2:105,US:71
TIME:3:49:50,,IR1:15,IR2:105,US:18
TIME:3:49:50,,IR1:45,IR2:90,US:400
TIME:3:49:51,,IR1:60,IR2:90,US:400
TIME:3:49:52,,IR1:90,IR2:90,US:359
TIME:3:49:52,,IR1:90,IR2:90,US:102
TIME:3:49:53,,IR1:90,IR2:90,US:73
TIME:3:49:54,,IR1:90,IR2:90,US:54
TIME:3:49:54,,IR1:30,IR2:105,US:31
TIME:3:49:55,,IR1:75,IR2:105,US:97
TIME:3:49:56,,IR1:90,IR2:90,US:106
TIME:3:49:57,,IR1:90,IR2:105,US:100
TIME:3:49:57,,IR1:105,IR2:90,US:130
TIME:3:49:58,,IR1:105,IR2:90,US:97
TIME:3:49:59,,IR1:90,IR2:105,US:82
TIME:3:49:59,,IR1:90,IR2:90,US:59
TIME:3:50:00,,IR1:90,IR2:90,US:39
TIME:3:50:00,,IR1:30,IR2:105,US:221
TIME:3:50:01,,IR1:30,IR2:105,US:243
TIME:3:50:02,,IR1:90,IR2:135,US:291
TIME:3:50:03,,IR1:90,IR2:90,US:400
TIME:3:50:03,,IR1:90,IR2:105,US:400
TIME:3:50:04,,IR1:90,IR2:105,US:111
TIME:3:50:05,,IR1:90,IR2:90,US:83
TIME:3:50:05,,IR1:90,IR2:90,US:59
TIME:3:50:06,,IR1:75,IR2:105,US:47
TIME:3:50:07,,IR1:75,IR2:90,US:28
TIME:3:50:08,,IR1:45,IR2:90,US:200
TIME:3:50:08,,IR1:90,IR2:90,US:49
TIME:3:50:08,,IR1:75,IR2:90,US:31
TIME:3:50:09,,IR1:30,IR2:105,US:16
TIME:3:50:10,,IR1:30,IR2:90,US:146
TIME:3:50:11,,IR1:75,IR2:105,US:147
TIME:3:50:11,,IR1:15,IR2:90,US:222
TIME:3:50:12,,IR1:45,IR2:90,US:35
TIME:3:50:12,,IR1:0,IR2:105,US:117
TIME:3:50:13,,IR1:60,IR2:90,US:113
TIME:3:50:14,,IR1:75,IR2:90,US:119
TIME:3:50:15,,IR1:90,IR2:90,US:67
TIME:3:50:16,,IR1:90,IR2:105,US:45
TIME:3:50:17,,IR1:60,IR2:120,US:146
TIME:3:50:17,,IR1:30,IR2:105,US:115
TIME:3:50:18,,IR1:15,IR2:105,US:156
TIME:3:50:19,,IR1:45,IR2:90,US:199
TIME:3:50:19,,IR1:90,IR2:105,US:39
TIME:3:50:20,,IR1:30,IR2:105,US:15
TIME:3:50:21,,IR1:45,IR2:75,US:4
TIME:3:50:21,,IR1:0,IR2:90,US:15
TIME:3:50:22,,IR1:0,IR2:105,US:222
TIME:3:50:23,,IR1:15,IR2:105,US:195
TIME:3:50:23,,IR1:105,IR2:105,US:111
TIME:3:50:24,,IR1:105,IR2:90,US:67
TIME:3:50:25,,IR1:105,IR2:105,US:47
TIME:3:50:26,,IR1:30,IR2:120,US:28
TIME:3:50:26,,IR1:45,IR2:90,US:259
TIME:3:50:27,,IR1:0,IR2:90,US:68
TIME:3:50:28,,IR1:30,IR2:90,US:121
TIME:3:50:29,,IR1:90,IR2:105,US:131
TIME:3:50:29,,IR1:105,IR2:90,US:109
TIME:3:50:30,,IR1:90,IR2:105,US:123
TIME:3:50:31,,IR1:105,IR2:90,US:60
TIME:3:50:32,,IR1:75,IR2:90,US:60
TIME:3:50:33,,IR1:60,IR2:90,US:8
TIME:3:50:33,,IR1:0,IR2:105,US:12
TIME:3:50:34,,IR1:0,IR2:105,US:107
TIME:3:50:35,,IR1:90,IR2:90,US:182
TIME:3:50:36,,IR1:105,IR2:105,US:163
TIME:3:50:36,,IR1:105,IR2:105,US:103
TIME:3:50:37,,IR1:105,IR2:105,US:87
TIME:3:50:37,,IR1:105,IR2:105,US:65
TIME:3:50:38,,IR1:30,IR2:105,US:37
TIME:3:50:39,,IR1:15,IR2:90,US:191
TIME:3:50:39,,IR1:60,IR2:90,US:362
TIME:3:50:40,,IR1:105,IR2:90,US:166
TIME:3:50:41,,IR1:105,IR2:105,US:207
TIME:3:50:42,,IR1:90,IR2:90,US:185
TIME:3:50:42,,IR1:105,IR2:90,US:154
TIME:3:50:43,,IR1:105,IR2:105,US:134
TIME:3:50:44,,IR1:105,IR2:105,US:113
TIME:3:50:45,,IR1:30,IR2:90,US:91
TIME:3:50:48,,IR1:45,IR2:90,US:142
TIME:3:50:48,,IR1:105,IR2:90,US:182
TIME:3:50:49,,IR1:120,IR2:105,US:136
TIME:3:50:50,,IR1:105,IR2:90,US:131
TIME:3:50:51,,IR1:105,IR2:105,US:74
TIME:3:50:51,,IR1:105,IR2:105,US:46
TIME:3:50:52,,IR1:30,IR2:120,US:23
TIME:3:50:53,,IR1:15,IR2:105,US:110
TIME:3:50:54,,IR1:75,IR2:105,US:193
TIME:3:50:55,,IR1:90,IR2:90,US:146
TIME:3:50:55,,IR1:105,IR2:105,US:136
TIME:3:50:56,,IR1:105,IR2:90,US:91
TIME:3:50:57,,IR1:105,IR2:105,US:69
TIME:3:50:58,,IR1:105,IR2:105,US:42
TIME:3:50:58,,IR1:15,IR2:105,US:20
TIME:3:50:59,,IR1:0,IR2:90,US:147
TIME:3:51:00,,IR1:75,IR2:90,US:155
TIME:3:51:00,,IR1:45,IR2:105,US:170
TIME:3:51:01,,IR1:45,IR2:105,US:142
TIME:3:51:02,,IR1:15,IR2:105,US:359
TIME:3:51:02,,IR1:75,IR2:90,US:36
TIME:3:51:03,,IR1:90,IR2:105,US:21
TIME:3:51:04,,IR1:90,IR2:90,US:119
TIME:3:51:05,,IR1:105,IR2:105,US:101
TIME:3:51:05,,IR1:90,IR2:105,US:40
TIME:3:51:06,,IR1:45,IR2:90,US:23
TIME:3:51:06,,IR1:90,IR2:105,US:115
TIME:3:51:07,,IR1:105,IR2:90,US:365
TIME:3:51:08,,IR1:105,IR2:90,US:105
TIME:3:51:09,,IR1:105,IR2:90,US:317
TIME:3:51:10,,IR1:105,IR2:105,US:69
TIME:3:51:10,,IR1:90,IR2:105,US:47
TIME:3:51:11,,IR1:60,IR2:90,US:28
TIME:3:51:11,,IR1:0,IR2:105,US:44
TIME:3:51:12,,IR1:75,IR2:90,US:167
TIME:3:51:13,,IR1:90,IR2:120,US:162
TIME:3:51:13,,IR1:90,IR2:90,US:157
TIME:3:51:14,,IR1:90,IR2:90,US:107
TIME:3:51:15,,IR1:90,IR2:90,US:125
TIME:3:51:15,,IR1:90,IR2:105,US:88
TIME:3:51:16,,IR1:90,IR2:105,US:52
TIME:3:51:17,,IR1:75,IR2:120,US:178
TIME:3:51:17,,IR1:15,IR2:105,US:46
TIME:3:51:18,,IR1:60,IR2:90,US:144
TIME:3:51:19,,IR1:105,IR2:90,US:187
TIME:3:51:19,,IR1:105,IR2:105,US:160
TIME:3:51:20,,IR1:105,IR2:120,US:140
TIME:3:51:21,,IR1:105,IR2:105,US:100
TIME:3:51:21,,IR1:105,IR2:90,US:70
TIME:3:51:22,,IR1:90,IR2:90,US:44
TIME:3:51:23,,IR1:90,IR2:105,US:22
TIME:3:51:24,,IR1:0,IR2:105,US:245
TIME:3:51:24,,IR1:75,IR2:105,US:122
TIME:3:51:26,,IR1:120,IR2:90,US:123
TIME:3:51:26,,IR1:105,IR2:105,US:107
TIME:3:51:27,,IR1:105,IR2:105,US:73
TIME:3:51:27,,IR1:105,IR2:105,US:62
TIME:3:51:28,,IR1:30,IR2:105,US:40
TIME:3:51:29,,IR1:0,IR2:105,US:173
TIME:3:51:30,,IR1:0,IR2:105,US:145
TIME:3:51:30,,IR1:75,IR2:90,US:335
TIME:3:51:31,,IR1:90,IR2:90,US:97
TIME:3:51:32,,IR1:90,IR2:90,US:96
TIME:3:51:33,,IR1:90,IR2:90,US:69
TIME:3:51:33,,IR1:90,IR2:105,US:46
TIME:3:51:34,,IR1:30,IR2:120,US:24
TIME:3:51:34,,IR1:0,IR2:105,US:194
TIME:3:51:35,,IR1:60,IR2:90,US:103
TIME:3:51:36,,IR1:90,IR2:90,US:124
TIME:3:51:36,,IR1:105,IR2:105,US:83
TIME:3:51:38,,IR1:60,IR2:120,US:43
TIME:3:51:38,,IR1:15,IR2:90,US:187
TIME:3:51:39,,IR1:60,IR2:90,US:161
TIME:3:51:40,,IR1:105,IR2:90,US:319
TIME:3:51:41,,IR1:120,IR2:90,US:400
TIME:3:51:41,,IR1:105,IR2:105,US:400
TIME:3:51:42,,IR1:90,IR2:90,US:90
TIME:3:51:43,,IR1:105,IR2:105,US:55
TIME:3:51:43,,IR1:30,IR2:105,US:29
TIME:3:51:44,,IR1:45,IR2:105,US:186
TIME:3:51:45,,IR1:15,IR2:105,US:396
TIME:3:51:46,,IR1:105,IR2:105,US:93
TIME:3:51:46,,IR1:105,IR2:105,US:69
TIME:3:51:47,,IR1:105,IR2:105,US:46
TIME:3:51:48,,IR1:30,IR2:105,US:30
TIME:3:51:48,,IR1:0,IR2:105,US:263
TIME:3:51:49,,IR1:45,IR2:90,US:44
TIME:3:51:50,,IR1:105,IR2:105,US:85
TIME:3:51:50,,IR1:105,IR2:90,US:60
TIME:3:51:52,,IR1:105,IR2:90,US:38
TIME:3:51:53,,IR1:15,IR2:45,US:16
TIME:3:51:53,,IR1:45,IR2:15,US:14
TIME:3:51:54,,IR1:0,IR2:0,US:15
TIME:3:51:54,,IR1:0,IR2:0,US:15
TIME:3:51:54,,IR1:0,IR2:0,US:116
TIME:3:51:56,,IR1:0,IR2:0,US:112
TIME:3:51:56,,IR1:0,IR2:0,US:113
TIME:3:51:58,,IR1:0,IR2:0,US:111
TIME:3:51:58,,IR1:0,IR2:0,US:113
TIME:3:51:58,,IR1:0,IR2:0,US:113
TIME:3:51:59,,IR1:0,IR2:0,US:112
TIME:3:51:59,,IR1:0,IR2:0,US:227
TIME:3:52:00,,IR1:0,IR2:0,US:116
TIME:3:52:00,,IR1:0,IR2:0,US:122
TIME:3:52:01,,IR1:0,IR2:0,US:24
TIME:3:52:02,,IR1:0,IR2:0,US:28
TIME:3:52:02,,IR1:0,IR2:0,US:185
TIME:3:52:03,,IR1:0,IR2:0,US:97
TIME:3:52:04,,IR1:0,IR2:0,US:14
TIME:3:52:04,,IR1:0,IR2:0,US:254
TIME:3:52:05,,IR1:0,IR2:0,US:32
TIME:3:52:06,,IR1:0,IR2:0,US:27
TIME:3:52:06,,IR1:0,IR2:0,US:24
TIME:3:52:07,,IR1:0,IR2:0,US:63
TIME:3:52:08,,IR1:0,IR2:0,US:23
TIME:3:52:08,,IR1:0,IR2:0,US:15
TIME:3:52:10,,IR1:0,IR2:0,US:6
TIME:3:52:10,,IR1:0,IR2:0,US:62
TIME:3:52:11,,IR1:0,IR2:0,US:27
TIME:3:52:12,,IR1:0,IR2:0,US:21
TIME:3:52:13,,IR1:0,IR2:0,US:27
TIME:3:52:13,,IR1:0,IR2:0,US:23
TIME:3:52:14,,IR1:0,IR2:0,US:36
TIME:3:52:15,,IR1:0,IR2:0,US:36
TIME:3:52:15,,IR1:0,IR2:0,US:70
TIME:3:52:16,,IR1:0,IR2:0,US:170
TIME:3:52:17,,IR1:0,IR2:0,US:20
TIME:3:52:19,,IR1:0,IR2:0,US:14
TIME:3:52:19,,IR1:0,IR2:0,US:21
TIME:3:52:20,,IR1:0,IR2:0,US:22
TIME:3:52:22,,IR1:0,IR2:0,US:157
TIME:3:52:23,,IR1:0,IR2:0,US:12
TIME:3:52:23,,IR1:0,IR2:0,US:9
TIME:3:52:23,,IR1:0,IR2:0,US:9
TIME:3:52:24,,IR1:0,IR2:0,US:12
TIME:3:52:24,,IR1:0,IR2:0,US:19
TIME:3:52:46,,IR1:75,IR2:60,US:104
TIME:3:52:47,,IR1:90,IR2:105,US:92
TIME:3:52:48,,IR1:90,IR2:105,US:76
TIME:3:52:48,,IR1:90,IR2:90,US:59
TIME:3:52:49,,IR1:90,IR2:90,US:46
TIME:3:52:50,,IR1:90,IR2:90,US:61
TIME:3:52:50,,IR1:90,IR2:90,US:45
TIME:3:52:51,,IR1:45,IR2:90,US:38
TIME:3:52:51,,IR1:15,IR2:75,US:22
TIME:3:52:52,,IR1:45,IR2:90,US:12
TIME:3:52:52,,IR1:15,IR2:90,US:23
TIME:3:52:53,,IR1:75,IR2:90,US:137
TIME:3:52:53,,IR1:90,IR2:90,US:110
TIME:3:52:54,,IR1:105,IR2:105,US:102
TIME:3:52:54,,IR1:90,IR2:90,US:94
TIME:3:52:55,,IR1:90,IR2:90,US:67
TIME:3:52:55,,IR1:105,IR2:90,US:53
TIME:3:52:56,,IR1:90,IR2:90,US:37
TIME:3:52:56,,IR1:30,IR2:75,US:21
TIME:3:52:57,,IR1:0,IR2:75,US:16
TIME:3:52:57,,IR1:15,IR2:90,US:69
TIME:3:52:58,,IR1:75,IR2:90,US:86
TIME:3:52:58,,IR1:90,IR2:75,US:89
TIME:3:52:59,,IR1:90,IR2:90,US:71
TIME:3:52:59,,IR1:105,IR2:90,US:37
TIME:3:53:00,,IR1:60,IR2:90,US:24
TIME:3:53:00,,IR1:15,IR2:75,US:12
TIME:3:53:01,,IR1:45,IR2:90,US:20
TIME:3:53:01,,IR1:15,IR2:90,US:94
TIME:3:53:02,,IR1:75,IR2:75,US:51
TIME:3:53:03,,IR1:90,IR2:75,US:71
TIME:3:53:03,,IR1:45,IR2:105,US:56
TIME:3:53:04,,IR1:30,IR2:90,US:142
TIME:3:53:05,,IR1:90,IR2:90,US:334
TIME:3:53:05,,IR1:90,IR2:90,US:400
TIME:3:53:06,,IR1:90,IR2:90,US:400
TIME:3:53:07,,IR1:90,IR2:90,US:279
TIME:3:53:07,,IR1:90,IR2:120,US:261
TIME:3:53:07,,IR1:90,IR2:75,US:247
TIME:3:53:08,,IR1:90,IR2:90,US:151
TIME:3:53:08,,IR1:90,IR2:75,US:217
TIME:3:53:09,,IR1:90,IR2:90,US:203
TIME:3:53:10,,IR1:90,IR2:90,US:186
TIME:3:53:11,,IR1:105,IR2:90,US:91
TIME:3:53:11,,IR1:90,IR2:90,US:74
TIME:3:53:12,,IR1:90,IR2:75,US:145
TIME:3:53:12,,IR1:90,IR2:75,US:134
TIME:3:53:13,,IR1:90,IR2:75,US:267
TIME:3:53:13,,IR1:90,IR2:90,US:117
TIME:3:53:14,,IR1:105,IR2:90,US:101
TIME:3:53:15,,IR1:90,IR2:90,US:86
TIME:3:53:15,,IR1:60,IR2:90,US:61
TIME:3:53:16,,IR1:60,IR2:90,US:119
TIME:3:53:17,,IR1:90,IR2:75,US:155
TIME:3:53:17,,IR1:90,IR2:90,US:160
TIME:3:53:18,,IR1:75,IR2:90,US:100
TIME:3:53:19,,IR1:75,IR2:75,US:88
TIME:3:53:19,,IR1:90,IR2:90,US:13
TIME:3:53:20,,IR1:90,IR2:75,US:96
TIME:3:53:21,,IR1:75,IR2:90,US:46
TIME:3:53:22,,IR1:90,IR2:75,US:177
TIME:3:53:22,,IR1:105,IR2:90,US:190
TIME:3:53:23,,IR1:105,IR2:75,US:325
TIME:3:53:24,,IR1:105,IR2:75,US:242
TIME:3:53:24,,IR1:90,IR2:75,US:285
TIME:3:53:26,,IR1:90,IR2:90,US:235
TIME:3:53:27,,IR1:30,IR2:90,US:50
TIME:3:53:29,,IR1:15,IR2:90,US:400
TIME:3:53:30,,IR1:60,IR2:90,US:137
TIME:3:53:31,,IR1:15,IR2:90,US:50
TIME:3:53:31,,IR1:75,IR2:120,US:38
TIME:3:53:33,,IR1:30,IR2:90,US:35
TIME:3:53:34,,IR1:75,IR2:90,US:77
TIME:3:53:35,,IR1:60,IR2:75,US:121
TIME:3:53:36,,IR1:135,IR2:105,US:74
TIME:3:53:37,,IR1:90,IR2:105,US:72
TIME:3:53:38,,IR1:90,IR2:45,US:282
TIME:3:53:39,,IR1:90,IR2:75,US:129
TIME:3:53:40,,IR1:105,IR2:90,US:112
TIME:3:53:41,,IR1:90,IR2:90,US:400
TIME:3:53:42,,IR1:90,IR2:90,US:400
TIME:3:53:43,,IR1:90,IR2:90,US:400
TIME:3:53:44,,IR1:90,IR2:75,US:400
TIME:3:53:44,,IR1:105,IR2:75,US:400
TIME:3:53:45,,IR1:90,IR2:90,US:400
TIME:3:53:46,,IR1:90,IR2:75,US:230
TIME:3:53:47,,IR1:90,IR2:75,US:190
TIME:3:53:47,,IR1:105,IR2:75,US:173
TIME:3:53:49,,IR1:105,IR2:75,US:153
TIME:3:53:49,,IR1:90,IR2:75,US:133
TIME:3:53:50,,IR1:90,IR2:75,US:114
TIME:3:53:50,,IR1:90,IR2:75,US:97
TIME:3:53:51,,IR1:75,IR2:75,US:73
TIME:3:53:52,,IR1:30,IR2:90,US:55
TIME:3:53:52,,IR1:75,IR2:75,US:82
TIME:3:53:53,,IR1:90,IR2:90,US:72
TIME:3:53:54,,IR1:75,IR2:105,US:29
TIME:3:53:54,,IR1:0,IR2:105,US:13
TIME:3:53:55,,IR1:0,IR2:90,US:177
TIME:3:53:56,,IR1:75,IR2:90,US:142
TIME:3:53:57,,IR1:90,IR2:90,US:122
TIME:3:53:57,,IR1:105,IR2:105,US:94
TIME:3:53:58,,IR1:90,IR2:90,US:89
TIME:3:53:59,,IR1:30,IR2:90,US:87
TIME:3:53:59,,IR1:45,IR2:90,US:42
TIME:3:54:01,,IR1:15,IR2:90,US:73
TIME:3:54:01,,IR1:75,IR2:90,US:119
TIME:3:54:01,,IR1:90,IR2:90,US:93
TIME:3:54:03,,IR1:75,IR2:75,US:81
TIME:3:54:03,,IR1:90,IR2:75,US:60
TIME:3:54:03,,IR1:90,IR2:75,US:44
TIME:3:54:05,,IR1:60,IR2:90,US:25
TIME:3:54:06,,IR1:15,IR2:60,US:32
TIME:3:54:06,,IR1:45,IR2:75,US:32
TIME:3:54:07,,IR1:15,IR2:75,US:22
TIME:3:54:08,,IR1:120,IR2:90,US:84
TIME:3:54:08,,IR1:90,IR2:75,US:59
TIME:3:54:09,,IR1:105,IR2:90,US:46
TIME:3:54:09,,IR1:90,IR2:90,US:38
TIME:3:54:10,,IR1:30,IR2:90,US:21
TIME:3:54:11,,IR1:0,IR2:90,US:20
TIME:3:54:12,,IR1:45,IR2:75,US:21
TIME:3:54:12,,IR1:45,IR2:75,US:113
TIME:3:54:12,,IR1:105,IR2:75,US:137
TIME:3:54:13,,IR1:105,IR2:90,US:85
TIME:3:54:14,,IR1:105,IR2:90,US:68
TIME:3:54:15,,IR1:60,IR2:90,US:32
TIME:3:54:15,,IR1:15,IR2:75,US:28
TIME:3:54:16,,IR1:75,IR2:75,US:113
TIME:3:54:17,,IR1:90,IR2:90,US:99
TIME:3:54:19,,IR1:90,IR2:90,US:97
TIME:3:54:19,,IR1:105,IR2:90,US:73
TIME:3:54:19,,IR1:60,IR2:90,US:37
TIME:3:54:20,,IR1:105,IR2:75,US:56
TIME:3:54:21,,IR1:15,IR2:75,US:116
TIME:3:54:22,,IR1:105,IR2:75,US:86
TIME:3:54:23,,IR1:105,IR2:90,US:66
TIME:3:54:24,,IR1:105,IR2:90,US:48
TIME:3:54:24,,IR1:105,IR2:90,US:105
TIME:3:54:25,,IR1:90,IR2:90,US:69
TIME:3:54:26,,IR1:90,IR2:90,US:50
TIME:3:54:27,,IR1:60,IR2:90,US:25
TIME:3:54:27,,IR1:0,IR2:90,US:400
TIME:3:54:28,,IR1:30,IR2:75,US:41
TIME:3:54:29,,IR1:105,IR2:75,US:177
TIME:3:54:29,,IR1:60,IR2:90,US:139
TIME:3:54:32,,IR1:90,IR2:90,US:47
TIME:3:54:33,,IR1:15,IR2:90,US:23
TIME:3:54:34,,IR1:0,IR2:90,US:53
TIME:3:54:34,,IR1:30,IR2:90,US:66
TIME:3:54:35,,IR1:90,IR2:90,US:94
TIME:3:54:36,,IR1:120,IR2:75,US:77
TIME:3:54:37,,IR1:45,IR2:105,US:21
TIME:3:54:38,,IR1:15,IR2:90,US:16
TIME:3:54:38,,IR1:0,IR2:75,US:64
TIME:3:54:39,,IR1:90,IR2:75,US:156
TIME:3:54:40,,IR1:105,IR2:90,US:127
TIME:3:54:41,,IR1:120,IR2:90,US:119
TIME:3:54:42,,IR1:120,IR2:90,US:108
TIME:3:54:42,,IR1:105,IR2:90,US:400
